year,origin_group,destination_group,compartment,count
2019,Other Civilizations,United States,P_A,2
2019,Other Civilizations,Unknown,A,1
2019,Other Civilizations,Unknown,H_A,1
2019,Other Western,Anglosphere ex-US,P_A,1
2019,Other Western,Continental Europe,P_A,1
2019,Other Western,Hindu,P_A,1
2019,Other Western,Other Western,H_A,1
2019,Other Western,Other Western,P_A,23
2019,Other Western,United States,P_A,3
2019,Other Western,Unknown,H_A,1
2019,Other Western,Unknown,P_A,1
2019,Sinic,Anglosphere ex-US,H_A,1
2019,Sinic,Anglosphere ex-US,P_A,6
2019,Sinic,Continental Europe,P_A,2
2019,Sinic,Islamic,A,1
2019,Sinic,Islamic,P_A,4
2019,Sinic,Japanese,P_A,3
2019,Sinic,Other Civilizations,P_A,1
2019,Sinic,Sinic,A,1
2019,Sinic,Sinic,H_A,6
2019,Sinic,Sinic,P_A,34
2019,Sinic,United States,P_A,11
2019,Sinic,Unknown,H_A,1
2019,United States,Anglosphere ex-US,H_A,2
2019,United States,Anglosphere ex-US,P_A,9
2019,United States,Continental Europe,A,1
2019,United States,Continental Europe,P_A,9
2019,United States,Hindu,P_A,7
2019,United States,Islamic,H_A,1
2019,United States,Islamic,P_A,5
2019,United States,Japanese,P_A,5
2019,United States,Other Civilizations,P_A,2
2019,United States,Other Western,A,1
2019,United States,Other Western,H_A,1
2019,United States,Other Western,P_A,10
2019,United States,Sinic,H_A,3
2019,United States,Sinic,P_A,27
2019,United States,United States,A,1
2019,United States,United States,H_A,4
2019,United States,United States,P_A,19
2019,United States,Unknown,A,2
2019,United States,Unknown,P_A,5
2020,Anglosphere ex-US,Anglosphere ex-US,H_A,1
2020,Anglosphere ex-US,Anglosphere ex-US,P_A,12
2020,Anglosphere ex-US,Continental Europe,P_A,10
2020,Anglosphere ex-US,Hindu,P_A,1
2020,Anglosphere ex-US,Islamic,P_A,5
2020,Anglosphere ex-US,Japanese,A,1
2020,Anglosphere ex-US,Japanese,P_A,2
2020,Anglosphere ex-US,Other Civilizations,P_A,4
2020,Anglosphere ex-US,Other Western,P_A,7
2020,Anglosphere ex-US,Sinic,H_A,1
2020,Anglosphere ex-US,Sinic,P_A,7
2020,Anglosphere ex-US,United States,H_A,1
2020,Anglosphere ex-US,United States,P_A,13
2020,Anglosphere ex-US,Unknown,P_A,2
2020,Continental Europe,Anglosphere ex-US,H_A,1
2020,Continental Europe,Anglosphere ex-US,P_A,14
2020,Continental Europe,Continental Europe,A,1
2020,Continental Europe,Continental Europe,H_A,3
2020,Continental Europe,Continental Europe,P_A,33
2020,Continental Europe,Hindu,P_A,3
2020,Continental Europe,Islamic,P_A,8
2020,Continental Europe,Japanese,P_A,1
2020,Continental Europe,Other Civilizations,P_A,4
2020,Continental Europe,Other Western,P_A,7
2020,Continental Europe,Sinic,H_A,2
2020,Continental Europe,Sinic,P_A,3
2020,Continental Europe,United States,H_A,3
2020,Continental Europe,United States,P_A,14
2020,Continental Europe,Unknown,H_A,2
2020,Continental Europe,Unknown,P_A,6
2020,Hindu,Anglosphere ex-US,H_A,1
2020,Hindu,Continental Europe,H_A,1
2020,Hindu,Continental Europe,P_A,2
2020,Hindu,Hindu,A,1
2020,Hindu,Hindu,H_A,1
2020,Hindu,Hindu,P_A,8
2020,Hindu,Sinic,P_A,1
2020,Hindu,United States,H_A,2
2020,Hindu,United States,P_A,6
2020,Hindu,Unknown,P_A,1
2020,Islamic,Anglosphere ex-US,H_A,2
2020,Islamic,Anglosphere ex-US,P_A,7
2020,Islamic,Continental Europe,P_A,2
2020,Islamic,Hindu,P_A,4
2020,Islamic,Islamic,A,1
2020,Islamic,Islamic,H_A,2
2020,Islamic,Islamic,P_A,14
2020,Islamic,Other Civilizations,P_A,1
2020,Islamic,Other Western,P_A,1
2020,Islamic,Sinic,H_A,1
2020,Islamic,Sinic,P_A,1
2020,Islamic,United States,P_A,2
2020,Islamic,Unknown,P_A,1
2020,Japanese,Anglosphere ex-US,A,1
2020,Japanese,Anglosphere ex-US,H_A,1
2020,Japanese,Anglosphere ex-US,P_A,1
2020,Japanese,Islamic,P_A,2
2020,Japanese,Japanese,P_A,7
2020,Japanese,Other Civilizations,H_A,1
2020,Japanese,Other Civilizations,P_A,3
2020,Japanese,Sinic,H_A,1
2020,Japanese,Sinic,P_A,3
2020,Japanese,United States,P_A,1
2020,Japanese,Unknown,A,1
2020,Japanese,Unknown,H_A,2
2020,Japanese,Unknown,P_A,2
2020,Other Civilizations,Anglosphere ex-US,P_A,3
2020,Other Civilizations,Continental Europe,P_A,3
2020,Other Civilizations,Hindu,A,1
2020,Other Civilizations,Japanese,P_A,2
2020,Other Civilizations,Other Civilizations,H_A,1
2020,Other Civilizations,Other Civilizations,P_A,12
2020,Other Civilizations,Other Western,P_A,1
2020,Other Civilizations,Sinic,P_A,1
2020,Other Civilizations,United States,A,2
2020,Other Civilizations,United States,P_A,3
2020,Other Civilizations,Unknown,H_A,1
2020,Other Western,Anglosphere ex-US,P_A,1
2020,Other Western,Continental Europe,P_A,2
2020,Other Western,Hindu,P_A,1
2020,Other Western,Other Western,H_A,2
2020,Other Western,Other Western,P_A,17
2020,Other Western,United States,P_A,3
2020,Other Western,Unknown,H_A,2
2020,Sinic,Anglosphere ex-US,P_A,7
2020,Sinic,Continental Europe,P_A,2
2020,Sinic,Islamic,A,1
2020,Sinic,Islamic,P_A,5
2020,Sinic,Japanese,P_A,3
2020,Sinic,Other Civilizations,P_A,1
2020,Sinic,Sinic,A,2
2020,Sinic,Sinic,H_A,3
2020,Sinic,Sinic,P_A,34
2020,Sinic,United States,P_A,12
2020,Sinic,Unknown,H_A,1
2020,Sinic,Unknown,P_A,1
2020,United States,Anglosphere ex-US,H_A,1
2020,United States,Anglosphere ex-US,P_A,11
2020,United States,Continental Europe,A,1
2020,United States,Continental Europe,H_A,1
2020,United States,Continental Europe,P_A,10
2020,United States,Hindu,P_A,7
2020,United States,Islamic,H_A,2
2020,United States,Islamic,P_A,6
2020,United States,Japanese,P_A,5
2020,United States,Other Civilizations,P_A,2
2020,United States,Other Western,A,1
2020,United States,Other Western,H_A,1
2020,United States,Other Western,P_A,10
2020,United States,Sinic,H_A,3
2020,United States,Sinic,P_A,30
2020,United States,United States,H_A,4
2020,United States,United States,P_A,18
2020,United States,Unknown,A,2
2020,United States,Unknown,H_A,1
2020,United States,Unknown,P_A,5
2021,Anglosphere ex-US,Anglosphere ex-US,H_A,1
2021,Anglosphere ex-US,Anglosphere ex-US,P_A,3
2021,Anglosphere ex-US,Continental Europe,A,1
2021,Anglosphere ex-US,Continental Europe,P_A,10
2021,Anglosphere ex-US,Hindu,P_A,1
2021,Anglosphere ex-US,Islamic,P_A,6
2021,Anglosphere ex-US,Japanese,A,1
2021,Anglosphere ex-US,Japanese,P_A,2
2021,Anglosphere ex-US,Other Civilizations,P_A,4
2021,Anglosphere ex-US,Other Western,P_A,7
2021,Anglosphere ex-US,Sinic,P_A,8
2021,Anglosphere ex-US,United States,H_A,1
2021,Anglosphere ex-US,United States,P_A,12
2021,Continental Europe,Anglosphere ex-US,H_A,1
2021,Continental Europe,Anglosphere ex-US,P_A,14
2021,Continental Europe,Continental Europe,H_A,2
2021,Continental Europe,Continental Europe,P_A,6
2021,Continental Europe,Hindu,P_A,3
2021,Continental Europe,Islamic,P_A,9
2021,Continental Europe,Other Civilizations,P_A,4
2021,Continental Europe,Other Western,P_A,6
2021,Continental Europe,Sinic,H_A,1
2021,Continental Europe,Sinic,P_A,3
2021,Continental Europe,United States,H_A,2
2021,Continental Europe,United States,P_A,14
2021,Hindu,Anglosphere ex-US,H_A,1
2021,Hindu,Continental Europe,P_A,4
2021,Hindu,Hindu,P_A,2
2021,Hindu,Sinic,P_A,1
2021,Hindu,United States,H_A,2
2021,Hindu,United States,P_A,5
2021,Islamic,Anglosphere ex-US,H_A,2
2021,Islamic,Anglosphere ex-US,P_A,7
2021,Islamic,Continental Europe,P_A,1
2021,Islamic,Hindu,P_A,4
2021,Islamic,Islamic,P_A,11
2021,Islamic,Other Civilizations,P_A,1
2021,Islamic,Other Western,P_A,1
2021,Islamic,Sinic,H_A,1
2021,Islamic,Sinic,P_A,1
2021,Islamic,United States,P_A,2
2021,Japanese,Anglosphere ex-US,A,1
2021,Japanese,Anglosphere ex-US,H_A,1
2021,Japanese,Anglosphere ex-US,P_A,1
2021,Japanese,Islamic,P_A,2
2021,Japanese,Other Civilizations,P_A,2
2021,Japanese,Sinic,H_A,1
2021,Japanese,Sinic,P_A,3
2021,Japanese,United States,P_A,2
2021,Other Civilizations,Anglosphere ex-US,P_A,3
2021,Other Civilizations,Continental Europe,H_A,1
2021,Other Civilizations,Continental Europe,P_A,3
2021,Other Civilizations,Japanese,P_A,2
2021,Other Civilizations,Other Civilizations,P_A,2
2021,Other Civilizations,Other Western,P_A,1
2021,Other Civilizations,Sinic,P_A,1
2021,Other Civilizations,United States,A,1
2021,Other Civilizations,United States,P_A,4
2021,Other Western,Anglosphere ex-US,P_A,1
2021,Other Western,Continental Europe,P_A,2
2021,Other Western,Hindu,P_A,1
2021,Other Western,Other Western,H_A,1
2021,Other Western,Other Western,P_A,6
2021,Other Western,United States,P_A,3
2021,Sinic,Anglosphere ex-US,P_A,8
2021,Sinic,Continental Europe,P_A,2
2021,Sinic,Islamic,A,1
2021,Sinic,Islamic,P_A,5
2021,Sinic,Japanese,P_A,3
2021,Sinic,Other Civilizations,P_A,1
2021,Sinic,Sinic,H_A,2
2021,Sinic,Sinic,P_A,10
2021,Sinic,United States,P_A,11
2021,United States,Anglosphere ex-US,H_A,1
2021,United States,Anglosphere ex-US,P_A,12
2021,United States,Continental Europe,A,1
2021,United States,Continental Europe,P_A,9
2021,United States,Hindu,P_A,8
2021,United States,Islamic,H_A,2
2021,United States,Islamic,P_A,7
2021,United States,Japanese,P_A,5
2021,United States,Other Civilizations,P_A,3
2021,United States,Other Western,A,1
2021,United States,Other Western,H_A,2
2021,United States,Other Western,P_A,11
2021,United States,Sinic,H_A,3
2021,United States,Sinic,P_A,30
2021,United States,United States,H_A,1
2021,United States,United States,P_A,7
2022,Anglosphere ex-US,Anglosphere ex-US,H_A,1
2022,Anglosphere ex-US,Anglosphere ex-US,P_A,1
2022,Anglosphere ex-US,Continental Europe,A,1
2022,Anglosphere ex-US,Continental Europe,P_A,10
2022,Anglosphere ex-US,Hindu,P_A,1
2022,Anglosphere ex-US,Islamic,P_A,5
2022,Anglosphere ex-US,Japanese,A,1
2022,Anglosphere ex-US,Japanese,P_A,2
2022,Anglosphere ex-US,Other Civilizations,P_A,4
2022,Anglosphere ex-US,Other Western,P_A,7
2022,Anglosphere ex-US,Sinic,P_A,8
2022,Anglosphere ex-US,United States,P_A,14
2022,Continental Europe,Anglosphere ex-US,H_A,1
2022,Continental Europe,Anglosphere ex-US,P_A,17
2022,Continental Europe,Continental Europe,H_A,1
2022,Continental Europe,Continental Europe,P_A,2
2022,Continental Europe,Hindu,P_A,4
2022,Continental Europe,Islamic,P_A,8
2022,Continental Europe,Japanese,P_A,1
2022,Continental Europe,Other Civilizations,P_A,4
2022,Continental Europe,Other Western,P_A,6
2022,Continental Europe,Sinic,H_A,1
2022,Continental Europe,Sinic,P_A,5
2022,Continental Europe,United States,H_A,2
2022,Continental Europe,United States,P_A,14
2022,Hindu,Anglosphere ex-US,H_A,1
2022,Hindu,Anglosphere ex-US,P_A,1
2022,Hindu,Continental Europe,P_A,3
2022,Hindu,Hindu,P_A,2
2022,Hindu,Sinic,P_A,1
2022,Hindu,United States,H_A,1
2022,Hindu,United States,P_A,6
2022,Islamic,Anglosphere ex-US,H_A,1
2022,Islamic,Anglosphere ex-US,P_A,8
2022,Islamic,Continental Europe,P_A,1
2022,Islamic,Hindu,P_A,4
2022,Islamic,Islamic,P_A,4
2022,Islamic,Other Civilizations,P_A,1
2022,Islamic,Other Western,P_A,1
2022,Islamic,Sinic,H_A,1
2022,Islamic,Sinic,P_A,1
2022,Islamic,United States,P_A,2
2022,Japanese,Anglosphere ex-US,H_A,2
2022,Japanese,Anglosphere ex-US,P_A,1
2022,Japanese,Islamic,P_A,2
2022,Japanese,Other Civilizations,P_A,2
2022,Japanese,Sinic,H_A,1
2022,Japanese,Sinic,P_A,3
2022,Japanese,United States,P_A,1
2022,Other Civilizations,Anglosphere ex-US,P_A,3
2022,Other Civilizations,Continental Europe,P_A,3
2022,Other Civilizations,Islamic,A,1
2022,Other Civilizations,Japanese,P_A,2
2022,Other Civilizations,Other Civilizations,P_A,1
2022,Other Civilizations,Other Western,P_A,1
2022,Other Civilizations,Sinic,P_A,1
2022,Other Civilizations,United States,A,1
2022,Other Civilizations,United States,P_A,4
2022,Other Western,Anglosphere ex-US,P_A,1
2022,Other Western,Continental Europe,P_A,2
2022,Other Western,Hindu,P_A,1
2022,Other Western,Other Western,P_A,1
2022,Other Western,United States,P_A,3
2022,Sinic,Anglosphere ex-US,P_A,7
2022,Sinic,Continental Europe,P_A,4
2022,Sinic,Islamic,A,1
2022,Sinic,Islamic,P_A,5
2022,Sinic,Japanese,P_A,3
2022,Sinic,Other Civilizations,P_A,1
2022,Sinic,Sinic,A,1
2022,Sinic,Sinic,H_A,1
2022,Sinic,Sinic,P_A,10
2022,Sinic,United States,A,1
2022,Sinic,United States,P_A,11
2022,United States,Anglosphere ex-US,H_A,1
2022,United States,Anglosphere ex-US,P_A,12
2022,United States,Continental Europe,A,1
2022,United States,Continental Europe,P_A,9
2022,United States,Hindu,P_A,10
2022,United States,Islamic,H_A,1
2022,United States,Islamic,P_A,7
2022,United States,Japanese,P_A,5
2022,United States,Other Civilizations,A,1
2022,United States,Other Civilizations,P_A,3
2022,United States,Other Western,A,1
2022,United States,Other Western,H_A,1
2022,United States,Other Western,P_A,10
2022,United States,Sinic,H_A,3
2022,United States,Sinic,P_A,29
2022,United States,United States,P_A,4
2023,Anglosphere ex-US,Continental Europe,A,1
2023,Anglosphere ex-US,Continental Europe,P_A,10
2023,Anglosphere ex-US,Hindu,P_A,1
2023,Anglosphere ex-US,Islamic,P_A,6
2023,Anglosphere ex-US,Japanese,A,1
2023,Anglosphere ex-US,Japanese,P_A,2
2023,Anglosphere ex-US,Other Civilizations,P_A,4
2023,Anglosphere ex-US,Other Western,P_A,7
2023,Anglosphere ex-US,Sinic,P_A,8
2023,Anglosphere ex-US,United States,P_A,14
2023,Continental Europe,Anglosphere ex-US,H_A,1
2023,Continental Europe,Anglosphere ex-US,P_A,14
2023,Continental Europe,Hindu,P_A,3
2023,Continental Europe,Islamic,P_A,8
2023,Continental Europe,Other Civilizations,P_A,4
2023,Continental Europe,Other Western,P_A,6
2023,Continental Europe,Sinic,H_A,1
2023,Continental Europe,Sinic,P_A,4
2023,Continental Europe,United States,H_A,2
2023,Continental Europe,United States,P_A,14
2023,Hindu,Anglosphere ex-US,H_A,1
2023,Hindu,Continental Europe,P_A,3
2023,Hindu,Hindu,P_A,1
2023,Hindu,Sinic,P_A,1
2023,Hindu,United States,H_A,1
2023,Hindu,United States,P_A,6
2023,Islamic,Anglosphere ex-US,H_A,1
2023,Islamic,Anglosphere ex-US,P_A,8
2023,Islamic,Continental Europe,P_A,1
2023,Islamic,Hindu,P_A,4
2023,Islamic,Other Civilizations,P_A,1
2023,Islamic,Other Western,P_A,1
2023,Islamic,Sinic,P_A,2
2023,Islamic,United States,P_A,2
2023,Japanese,Anglosphere ex-US,H_A,2
2023,Japanese,Anglosphere ex-US,P_A,1
2023,Japanese,Islamic,P_A,2
2023,Japanese,Other Civilizations,P_A,2
2023,Japanese,Sinic,H_A,1
2023,Japanese,Sinic,P_A,3
2023,Japanese,United States,P_A,1
2023,Other Civilizations,Anglosphere ex-US,P_A,3
2023,Other Civilizations,Continental Europe,P_A,3
2023,Other Civilizations,Islamic,A,1
2023,Other Civilizations,Japanese,P_A,3
2023,Other Civilizations,Other Western,P_A,1
2023,Other Civilizations,Sinic,P_A,1
2023,Other Civilizations,United States,A,1
2023,Other Civilizations,United States,P_A,4
2023,Other Western,Anglosphere ex-US,P_A,1
2023,Other Western,Continental Europe,P_A,2
2023,Other Western,Hindu,P_A,1
2023,Other Western,United States,P_A,3
2023,Sinic,Anglosphere ex-US,P_A,7
2023,Sinic,Continental Europe,P_A,2
2023,Sinic,Islamic,A,1
2023,Sinic,Islamic,P_A,4
2023,Sinic,Japanese,P_A,3
2023,Sinic,Other Civilizations,P_A,1
2023,Sinic,Sinic,P_A,4
2023,Sinic,United States,P_A,11
2023,United States,Anglosphere ex-US,P_A,14
2023,United States,Continental Europe,A,1
2023,United States,Continental Europe,P_A,9
2023,United States,Hindu,A,1
2023,United States,Hindu,P_A,7
2023,United States,Islamic,H_A,1
2023,United States,Islamic,P_A,7
2023,United States,Japanese,P_A,5
2023,United States,Other Civilizations,P_A,4
2023,United States,Other Western,A,1
2023,United States,Other Western,H_A,1
2023,United States,Other Western,P_A,10
2023,United States,Sinic,H_A,3
2023,United States,Sinic,P_A,29
