origin_group,year,alpha,beta,h_D,h_A,p_D,p_A,d,I_total
Continental Europe,2007,0.09090909090909091,0.09090909090909091,0.21212121212121213,,0.037037037037037035,0.06666666666666667,0.01694915254237288,1.0
Continental Europe,2008,0.037037037037037035,0.058823529411764705,0.037037037037037035,0.1111111111111111,0.03225806451612903,0.05263157894736842,0.015873015873015872,2.0
Continental Europe,2009,0.03225806451612903,0.17647058823529413,0.22580645161290322,0.1111111111111111,0.02702702702702703,0.15789473684210525,0.0136986301369863,5.0
Continental Europe,2010,0.037037037037037035,0.17647058823529413,0.037037037037037035,0.1111111111111111,0.11627906976744186,0.058823529411764705,0.013333333333333334,1.0
Continental Europe,2011,0.09090909090909091,0.05263157894736842,0.15151515151515152,0.1111111111111111,0.08108108108108109,0.05263157894736842,0.012345679012345678,3.0
Continental Europe,2012,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.17073170731707318,0.043478260869565216,0.011235955056179775,4.0
Continental Europe,2013,0.037037037037037035,0.04,0.18518518518518517,0.07692307692307693,0.07317073170731707,0.14285714285714285,0.010752688172043012,2.0
Continental Europe,2014,0.043478260869565216,0.034482758620689655,0.043478260869565216,0.09090909090909091,0.024390243902439025,0.13043478260869565,0.010526315789473684,1.0
Continental Europe,2015,0.043478260869565216,0.03225806451612903,0.043478260869565216,0.09090909090909091,0.02564102564102564,0.043478260869565216,0.010526315789473684,
Continental Europe,2016,0.04,0.030303030303030304,0.04,0.09090909090909091,0.02702702702702703,0.2,0.030927835051546393,1.0
Continental Europe,2017,0.04,0.030303030303030304,0.04,0.09090909090909091,0.02702702702702703,0.047619047619047616,0.010526315789473684,
Continental Europe,2018,0.04,0.08108108108108109,0.12,0.2727272727272727,0.030303030303030304,0.04,0.031578947368421054,
Continental Europe,2019,0.047619047619047616,0.08108108108108109,0.047619047619047616,0.1111111111111111,0.030303030303030304,0.1724137931034483,0.010752688172043012,
Continental Europe,2020,0.047619047619047616,0.2972972972972973,0.047619047619047616,0.1111111111111111,0.14285714285714285,0.043478260869565216,0.010752688172043012,
Continental Europe,2021,0.047619047619047616,0.1111111111111111,0.047619047619047616,0.1111111111111111,0.02857142857142857,0.05263157894736842,0.010752688172043012,
Continental Europe,2022,0.047619047619047616,0.18518518518518517,0.047619047619047616,0.1111111111111111,0.08108108108108109,0.058823529411764705,0.010752688172043012,
Continental Europe,2023,0.047619047619047616,0.043478260869565216,0.047619047619047616,0.1111111111111111,0.02702702702702703,0.06666666666666667,1.0,
Hindu,2000,0.09090909090909091,,0.09090909090909091,,,,0.2,2.0
Hindu,2001,0.07692307692307693,,0.23076923076923078,,,,0.14285714285714285,1.0
Hindu,2002,0.09090909090909091,0.3333333333333333,0.09090909090909091,,0.1111111111111111,,0.1111111111111111,1.0
Hindu,2003,0.06666666666666667,0.2,0.06666666666666667,,,0.1111111111111111,0.07692307692307693,2.0
Hindu,2004,0.06666666666666667,0.2,0.06666666666666667,,0.1111111111111111,0.1111111111111111,0.06666666666666667,1.0
Hindu,2005,0.15789473684210525,0.2,0.05263157894736842,,0.1111111111111111,0.1111111111111111,0.05263157894736842,2.0
Hindu,2006,0.058823529411764705,0.14285714285714285,0.17647058823529413,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05263157894736842,
Hindu,2007,0.058823529411764705,0.14285714285714285,0.4117647058823529,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.047619047619047616,1.0
Hindu,2008,0.058823529411764705,0.14285714285714285,0.058823529411764705,,0.058823529411764705,0.1111111111111111,0.037037037037037035,3.0
Hindu,2009,0.047619047619047616,0.14285714285714285,0.14285714285714285,,0.058823529411764705,0.1111111111111111,0.03225806451612903,2.0
Hindu,2010,0.047619047619047616,0.42857142857142855,0.14285714285714285,,0.05263157894736842,0.1111111111111111,0.030303030303030304,1.0
Hindu,2011,0.04,0.2,0.2,,0.043478260869565216,0.1111111111111111,0.024390243902439025,4.0
Hindu,2012,0.043478260869565216,0.14285714285714285,0.21739130434782608,,0.1111111111111111,0.09090909090909091,0.022222222222222223,2.0
Hindu,2013,0.047619047619047616,0.14285714285714285,0.047619047619047616,,0.034482758620689655,0.09090909090909091,0.02127659574468085,1.0
Hindu,2014,0.043478260869565216,0.14285714285714285,0.13043478260869565,,0.03225806451612903,0.09090909090909091,0.0196078431372549,2.0
Hindu,2015,0.047619047619047616,0.14285714285714285,0.047619047619047616,,0.030303030303030304,0.2727272727272727,0.0196078431372549,
Hindu,2016,0.043478260869565216,0.14285714285714285,0.043478260869565216,,0.09090909090909091,0.1111111111111111,0.018867924528301886,1.0
Hindu,2017,0.13043478260869565,0.14285714285714285,0.13043478260869565,,0.03225806451612903,0.1111111111111111,0.018867924528301886,
Hindu,2018,0.05263157894736842,0.5555555555555556,0.05263157894736842,0.1111111111111111,0.030303030303030304,0.1111111111111111,0.018867924528301886,
Hindu,2019,0.05263157894736842,0.6,0.05263157894736842,,0.030303030303030304,0.1111111111111111,0.018867924528301886,
Hindu,2020,0.05263157894736842,1.0,0.15789473684210525,,0.14285714285714285,,0.018867924528301886,
Hindu,2021,0.058823529411764705,,0.058823529411764705,,0.09090909090909091,,0.018867924528301886,
Hindu,2022,0.058823529411764705,,0.17647058823529413,,0.03225806451612903,,0.018867924528301886,
Hindu,2023,0.06666666666666667,,0.06666666666666667,,0.030303030303030304,,1.0,
Islamic,2001,0.1111111111111111,,0.1111111111111111,,,,0.3333333333333333,1.0
Islamic,2002,0.1111111111111111,,0.1111111111111111,,,,0.3333333333333333,
Islamic,2003,0.1111111111111111,,0.3333333333333333,,,,0.3333333333333333,
Islamic,2004,,,,,0.1111111111111111,,0.3333333333333333,
Islamic,2005,,,,,0.1111111111111111,,0.3333333333333333,
Islamic,2006,0.1111111111111111,,0.1111111111111111,,0.1111111111111111,,0.2,1.0
Islamic,2007,0.1111111111111111,,0.1111111111111111,,0.1111111111111111,,0.2,
Islamic,2008,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.09090909090909091,,0.1111111111111111,2.0
Islamic,2009,0.07692307692307693,0.3333333333333333,0.07692307692307693,0.1111111111111111,0.07692307692307693,,0.06666666666666667,3.0
Islamic,2010,0.07692307692307693,0.3333333333333333,0.07692307692307693,0.1111111111111111,0.07692307692307693,,0.06666666666666667,
Islamic,2011,0.06666666666666667,0.3333333333333333,0.2,0.1111111111111111,0.07692307692307693,,0.058823529411764705,1.0
Islamic,2012,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.058823529411764705,,0.047619047619047616,2.0
Islamic,2013,0.05263157894736842,0.3333333333333333,0.15789473684210525,0.1111111111111111,0.05263157894736842,,0.037037037037037035,3.0
Islamic,2014,0.058823529411764705,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.047619047619047616,,0.037037037037037035,
Islamic,2015,0.04,0.14285714285714285,0.2,0.1111111111111111,0.047619047619047616,0.09090909090909091,0.02564102564102564,6.0
Islamic,2016,0.043478260869565216,0.14285714285714285,0.13043478260869565,0.1111111111111111,0.04,0.09090909090909091,0.024390243902439025,1.0
Islamic,2017,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.1111111111111111,0.037037037037037035,0.09090909090909091,0.024390243902439025,
Islamic,2018,0.047619047619047616,0.1111111111111111,0.047619047619047616,0.1111111111111111,0.04,0.09090909090909091,0.024390243902439025,
Islamic,2019,0.047619047619047616,0.2727272727272727,0.14285714285714285,0.1111111111111111,0.043478260869565216,0.07692307692307693,0.024390243902439025,
Islamic,2020,0.058823529411764705,0.38461538461538464,0.058823529411764705,,0.12,0.23076923076923078,0.024390243902439025,
Islamic,2021,0.058823529411764705,0.5384615384615384,0.058823529411764705,,0.14285714285714285,0.09090909090909091,0.024390243902439025,
Islamic,2022,0.06666666666666667,0.7142857142857143,0.06666666666666667,,0.14285714285714285,0.1111111111111111,0.024390243902439025,
Islamic,2023,0.06666666666666667,0.3333333333333333,0.06666666666666667,,0.05263157894736842,0.1111111111111111,1.0,
Japanese,2000,0.1111111111111111,,0.1111111111111111,,,,0.3333333333333333,1.0
Japanese,2001,0.07692307692307693,,0.23076923076923078,,0.07692307692307693,,0.07692307692307693,5.0
Japanese,2002,0.058823529411764705,,0.058823529411764705,,0.058823529411764705,,0.047619047619047616,4.0
Japanese,2003,0.04,,0.04,,0.058823529411764705,,0.034482758620689655,4.0
Japanese,2004,0.04,,0.04,,0.058823529411764705,,0.034482758620689655,
Japanese,2005,0.037037037037037035,,0.037037037037037035,,0.047619047619047616,,0.08571428571428572,3.0
Japanese,2006,0.04,,0.04,,0.047619047619047616,,0.030303030303030304,
Japanese,2007,0.04,0.3333333333333333,0.12,,0.05263157894736842,0.1111111111111111,0.02857142857142857,1.0
Japanese,2008,0.043478260869565216,0.6,0.13043478260869565,,0.15789473684210525,0.09090909090909091,0.02857142857142857,
Japanese,2009,0.047619047619047616,0.6,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.1111111111111111,0.02702702702702703,1.0
Japanese,2010,0.043478260869565216,0.3333333333333333,0.13043478260869565,,0.14285714285714285,0.1111111111111111,0.02564102564102564,1.0
Japanese,2011,0.047619047619047616,0.3333333333333333,0.14285714285714285,,0.043478260869565216,0.1111111111111111,0.07317073170731707,1.0
Japanese,2012,0.058823529411764705,0.3333333333333333,0.058823529411764705,,0.04,0.1111111111111111,0.02564102564102564,
Japanese,2013,0.058823529411764705,0.2,0.17647058823529413,,0.043478260869565216,0.09090909090909091,0.07317073170731707,1.0
Japanese,2014,0.05263157894736842,0.2,0.05263157894736842,,0.04,0.09090909090909091,0.023255813953488372,2.0
Japanese,2015,0.05263157894736842,0.2,0.15789473684210525,,0.1111111111111111,0.09090909090909091,0.022222222222222223,1.0
Japanese,2016,0.058823529411764705,0.2,0.058823529411764705,,0.037037037037037035,0.09090909090909091,0.02127659574468085,1.0
Japanese,2017,0.058823529411764705,0.2,0.058823529411764705,,0.1111111111111111,0.09090909090909091,0.02127659574468085,
Japanese,2018,0.058823529411764705,0.42857142857142855,0.058823529411764705,,0.043478260869565216,0.07692307692307693,0.06382978723404255,
Japanese,2019,0.058823529411764705,0.2,0.058823529411764705,,0.04,0.09090909090909091,0.06666666666666667,
Japanese,2020,0.06666666666666667,0.7142857142857143,0.06666666666666667,,0.043478260869565216,0.09090909090909091,0.023255813953488372,
Japanese,2021,0.06666666666666667,0.3333333333333333,0.06666666666666667,,0.12,0.1111111111111111,0.023255813953488372,
Japanese,2022,0.06666666666666667,0.3333333333333333,0.06666666666666667,,0.043478260869565216,0.1111111111111111,0.023255813953488372,
Japanese,2023,0.07692307692307693,0.3333333333333333,0.07692307692307693,,0.043478260869565216,0.1111111111111111,1.0,
Other Civilizations,2000,,,,,0.1111111111111111,,0.3333333333333333,1.0
Other Civilizations,2001,0.1111111111111111,,0.1111111111111111,,0.1111111111111111,,0.2,1.0
Other Civilizations,2002,0.07692307692307693,,0.23076923076923078,,0.1111111111111111,,0.1111111111111111,2.0
Other Civilizations,2003,0.09090909090909091,,0.09090909090909091,,0.07692307692307693,,0.09090909090909091,1.0
Other Civilizations,2004,0.2,0.3333333333333333,0.06666666666666667,,0.09090909090909091,0.1111111111111111,0.06666666666666667,2.0
Other Civilizations,2005,0.07692307692307693,0.2,0.07692307692307693,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.06666666666666667,
Other Civilizations,2006,0.07692307692307693,0.2,0.07692307692307693,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.058823529411764705,1.0
Other Civilizations,2007,0.07692307692307693,0.2,0.38461538461538464,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.058823529411764705,
Other Civilizations,2008,0.1111111111111111,0.6,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.058823529411764705,
Other Civilizations,2009,0.1111111111111111,0.2,0.1111111111111111,,0.06666666666666667,0.09090909090909091,0.05263157894736842,1.0
Other Civilizations,2010,0.09090909090909091,0.2,0.09090909090909091,,0.06666666666666667,0.09090909090909091,0.14285714285714285,1.0
Other Civilizations,2011,0.07692307692307693,0.2,0.07692307692307693,,0.06666666666666667,0.09090909090909091,0.047619047619047616,1.0
Other Civilizations,2012,0.07692307692307693,0.2,0.07692307692307693,,0.2,0.09090909090909091,0.047619047619047616,
Other Civilizations,2013,0.2,0.2,0.06666666666666667,,0.07692307692307693,0.09090909090909091,0.043478260869565216,1.0
Other Civilizations,2014,0.05263157894736842,0.1111111111111111,0.15789473684210525,0.3333333333333333,0.06666666666666667,0.07692307692307693,0.030303030303030304,5.0
Other Civilizations,2015,0.05263157894736842,0.3333333333333333,0.05263157894736842,,0.05263157894736842,0.2,0.02564102564102564,3.0
Other Civilizations,2016,0.05263157894736842,0.14285714285714285,0.05263157894736842,,0.047619047619047616,0.09090909090909091,0.02564102564102564,
Other Civilizations,2017,0.05263157894736842,0.14285714285714285,0.05263157894736842,,0.047619047619047616,0.09090909090909091,0.02564102564102564,
Other Civilizations,2018,0.05263157894736842,0.14285714285714285,0.05263157894736842,,0.14285714285714285,0.09090909090909091,0.02564102564102564,
Other Civilizations,2019,0.05263157894736842,0.1111111111111111,0.15789473684210525,,0.058823529411764705,0.07692307692307693,0.02564102564102564,
Other Civilizations,2020,0.058823529411764705,0.3333333333333333,0.058823529411764705,,0.05263157894736842,0.07692307692307693,0.02564102564102564,
Other Civilizations,2021,0.058823529411764705,0.14285714285714285,0.058823529411764705,,0.05263157894736842,0.07692307692307693,0.02564102564102564,
Other Civilizations,2022,0.058823529411764705,0.42857142857142855,0.058823529411764705,,0.15789473684210525,0.07692307692307693,0.02564102564102564,
Other Civilizations,2023,0.06666666666666667,0.2,0.06666666666666667,,0.05263157894736842,0.09090909090909091,1.0,
Other Western,2000,0.1111111111111111,,0.1111111111111111,,,,0.3333333333333333,1.0
Other Western,2001,0.07692307692307693,,0.23076923076923078,,,,0.14285714285714285,2.0
Other Western,2002,0.09090909090909091,,0.09090909090909091,,0.1111111111111111,,0.14285714285714285,
Other Western,2003,0.09090909090909091,,0.09090909090909091,,0.1111111111111111,,0.14285714285714285,
Other Western,2004,0.07692307692307693,,0.23076923076923078,,0.09090909090909091,,0.09090909090909091,2.0
Other Western,2005,0.09090909090909091,,0.2727272727272727,,0.07692307692307693,,0.09090909090909091,
Other Western,2006,0.07692307692307693,,0.23076923076923078,,0.06666666666666667,,0.06666666666666667,2.0
Other Western,2007,0.09090909090909091,0.3333333333333333,0.09090909090909091,,0.06666666666666667,0.1111111111111111,0.06666666666666667,
Other Western,2008,0.09090909090909091,0.2,0.2727272727272727,,0.07692307692307693,0.09090909090909091,0.06666666666666667,
Other Western,2009,0.1111111111111111,0.2,0.3333333333333333,,0.06666666666666667,0.09090909090909091,0.06666666666666667,
Other Western,2010,,0.2,,,0.047619047619047616,0.09090909090909091,0.05263157894736842,2.0
Other Western,2011,,0.14285714285714285,,,0.047619047619047616,0.07692307692307693,0.047619047619047616,1.0
Other Western,2012,,0.14285714285714285,,,0.043478260869565216,0.07692307692307693,0.043478260869565216,1.0
Other Western,2013,,0.14285714285714285,,,0.043478260869565216,0.07692307692307693,0.043478260869565216,
Other Western,2014,0.09090909090909091,0.3333333333333333,0.09090909090909091,,0.043478260869565216,0.06666666666666667,0.034482758620689655,3.0
Other Western,2015,0.09090909090909091,0.1111111111111111,0.2727272727272727,,0.043478260869565216,0.06666666666666667,0.034482758620689655,
Other Western,2016,0.09090909090909091,0.3333333333333333,0.2727272727272727,,0.04,0.06666666666666667,0.03225806451612903,1.0
Other Western,2017,0.1111111111111111,0.14285714285714285,0.1111111111111111,,0.10344827586206896,0.07692307692307693,0.03225806451612903,
Other Western,2018,0.1111111111111111,0.23076923076923078,0.1111111111111111,,0.14285714285714285,0.05263157894736842,0.03225806451612903,
Other Western,2019,0.1111111111111111,0.2727272727272727,0.1111111111111111,,0.047619047619047616,0.17647058823529413,0.03225806451612903,
Other Western,2020,0.1111111111111111,0.45454545454545453,0.1111111111111111,,0.047619047619047616,0.06666666666666667,0.03225806451612903,
Other Western,2021,0.1111111111111111,0.7142857142857143,0.1111111111111111,,0.043478260869565216,0.07692307692307693,0.03225806451612903,
Other Western,2022,0.1111111111111111,0.3333333333333333,0.1111111111111111,,0.04,0.3333333333333333,0.03225806451612903,
Other Western,2023,0.1111111111111111,0.3333333333333333,0.1111111111111111,,0.04,,1.0,
Sinic,2000,0.09090909090909091,0.3333333333333333,0.09090909090909091,0.1111111111111111,,,0.14285714285714285,3.0
Sinic,2001,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.1111111111111111,,,0.09090909090909091,2.0
Sinic,2002,0.058823529411764705,0.3333333333333333,0.17647058823529413,0.1111111111111111,,,0.07692307692307693,1.0
Sinic,2003,0.05263157894736842,0.3333333333333333,0.15789473684210525,0.1111111111111111,0.09090909090909091,,0.05263157894736842,3.0
Sinic,2004,0.047619047619047616,0.2,0.047619047619047616,0.09090909090909091,0.07692307692307693,,0.04,3.0
Sinic,2005,0.04,0.14285714285714285,0.04,0.09090909090909091,0.07692307692307693,0.1111111111111111,0.03225806451612903,3.0
Sinic,2006,0.034482758620689655,0.3333333333333333,0.10344827586206896,0.07692307692307693,0.06666666666666667,0.1111111111111111,0.02564102564102564,4.0
Sinic,2007,0.02857142857142857,0.1111111111111111,0.02857142857142857,0.09090909090909091,0.05263157894736842,0.09090909090909091,0.02040816326530612,5.0
Sinic,2008,0.02702702702702703,0.1111111111111111,0.02702702702702703,0.09090909090909091,0.05263157894736842,0.09090909090909091,0.018867924528301886,2.0
Sinic,2009,0.02702702702702703,0.09090909090909091,0.13513513513513514,0.09090909090909091,0.05263157894736842,0.07692307692307693,0.01818181818181818,1.0
Sinic,2010,0.02702702702702703,0.2727272727272727,0.08108108108108109,0.09090909090909091,0.043478260869565216,0.07692307692307693,0.01694915254237288,2.0
Sinic,2011,0.02564102564102564,0.23076923076923078,0.1794871794871795,0.1111111111111111,0.037037037037037035,0.058823529411764705,0.014925373134328358,4.0
Sinic,2012,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.3333333333333333,0.02857142857142857,0.06666666666666667,0.014925373134328358,
Sinic,2013,0.024390243902439025,0.2727272727272727,0.12195121951219512,,0.02857142857142857,0.058823529411764705,0.013333333333333334,4.0
Sinic,2014,0.12195121951219512,0.1111111111111111,0.07317073170731707,,0.024390243902439025,0.06666666666666667,0.012658227848101266,2.0
Sinic,2015,0.02857142857142857,0.058823529411764705,0.08571428571428572,0.23076923076923078,0.024390243902439025,0.058823529411764705,0.012345679012345678,1.0
Sinic,2016,0.034482758620689655,0.047619047619047616,0.034482758620689655,0.09090909090909091,0.06976744186046512,0.13043478260869565,0.012048192771084338,1.0
Sinic,2017,0.034482758620689655,0.14285714285714285,0.10344827586206896,0.2727272727272727,0.12195121951219512,0.14285714285714285,0.012048192771084338,
Sinic,2018,0.037037037037037035,0.047619047619047616,0.1111111111111111,0.1111111111111111,0.08108108108108109,0.13043478260869565,0.03614457831325301,
Sinic,2019,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.1111111111111111,0.08571428571428572,0.043478260869565216,0.012345679012345678,
Sinic,2020,0.043478260869565216,0.5238095238095238,0.043478260869565216,0.1111111111111111,0.14285714285714285,0.047619047619047616,0.012345679012345678,
Sinic,2021,0.12,0.09090909090909091,0.04,,0.02857142857142857,0.17647058823529413,0.012345679012345678,
Sinic,2022,0.043478260869565216,0.5384615384615384,0.043478260869565216,0.1111111111111111,0.2,0.06666666666666667,0.012345679012345678,
Sinic,2023,0.04,0.14285714285714285,0.04,,0.03225806451612903,0.07692307692307693,1.0,
United States,2000,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.1111111111111111,,0.07692307692307693,6.0
United States,2001,0.058823529411764705,0.3333333333333333,0.17647058823529413,0.1111111111111111,0.07692307692307693,,0.05263157894736842,3.0
United States,2002,0.058823529411764705,0.2,0.058823529411764705,0.1111111111111111,0.058823529411764705,0.1111111111111111,0.04,3.0
United States,2003,0.15789473684210525,0.2,0.15789473684210525,0.3333333333333333,0.047619047619047616,0.1111111111111111,0.03225806451612903,3.0
United States,2004,0.05263157894736842,0.1111111111111111,0.05263157894736842,0.2727272727272727,0.043478260869565216,0.09090909090909091,0.02702702702702703,3.0
United States,2005,0.047619047619047616,0.06666666666666667,0.14285714285714285,0.2727272727272727,0.047619047619047616,0.058823529411764705,0.023255813953488372,3.0
United States,2006,0.043478260869565216,0.2631578947368421,0.043478260869565216,0.2727272727272727,0.04,0.047619047619047616,0.018867924528301886,5.0
United States,2007,0.034482758620689655,0.058823529411764705,0.3793103448275862,0.2727272727272727,0.03225806451612903,0.05263157894736842,0.015873015873015872,5.0
United States,2008,0.043478260869565216,0.15789473684210525,0.13043478260869565,0.1111111111111111,0.024390243902439025,0.13043478260869565,0.014492753623188406,3.0
United States,2009,0.043478260869565216,0.058823529411764705,0.13043478260869565,0.3333333333333333,0.0196078431372549,0.05263157894736842,0.012987012987012988,4.0
United States,2010,0.043478260869565216,0.05263157894736842,0.21739130434782608,,0.018867924528301886,0.13043478260869565,0.012345679012345678,2.0
United States,2011,0.05263157894736842,0.15789473684210525,0.2631578947368421,,0.05084745762711865,0.047619047619047616,0.012048192771084338,1.0
United States,2012,0.058823529411764705,0.17647058823529413,0.17647058823529413,,0.015384615384615385,0.05263157894736842,0.05747126436781609,2.0
United States,2013,0.07692307692307693,0.14285714285714285,0.07692307692307693,,0.07936507936507936,0.043478260869565216,0.011764705882352941,1.0
United States,2014,0.058823529411764705,0.043478260869565216,0.17647058823529413,,0.05263157894736842,0.12,0.011235955056179775,2.0
United States,2015,0.2,0.2,0.2,,0.05263157894736842,0.04,0.03296703296703297,1.0
United States,2016,0.07692307692307693,0.18518518518518517,0.23076923076923078,0.09090909090909091,0.05263157894736842,0.043478260869565216,0.010752688172043012,2.0
United States,2017,0.07692307692307693,0.04,0.07692307692307693,0.1111111111111111,0.08771929824561403,0.13043478260869565,0.03225806451612903,
United States,2018,0.23076923076923078,0.18518518518518517,0.07692307692307693,0.1111111111111111,0.02040816326530612,0.043478260869565216,0.03296703296703297,
United States,2019,0.09090909090909091,0.2,0.09090909090909091,0.1111111111111111,0.13725490196078433,0.23809523809523808,0.011235955056179775,
United States,2020,0.07692307692307693,0.28,0.07692307692307693,,0.06976744186046512,0.058823529411764705,0.011235955056179775,
United States,2021,0.07692307692307693,0.3103448275862069,0.07692307692307693,,0.1282051282051282,0.06666666666666667,0.011235955056179775,
United States,2022,0.07692307692307693,0.047619047619047616,0.07692307692307693,,0.02857142857142857,0.07692307692307693,0.011235955056179775,
United States,2023,0.07692307692307693,0.047619047619047616,0.07692307692307693,,0.02857142857142857,0.07692307692307693,1.0,
