rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold
I0,25.683433937676213,2121.228131254386,0.8537427438106598,Continental Europe,domestic_active,129.0692124105012
r,0.010148171942773843,2110.04072853875,0.32183793883952244,Continental Europe,domestic_active,129.0692124105012
h_D,0.1334144102432743,2104.6002414812397,0.06317010674042892,Continental Europe,domestic_active,129.0692124105012
beta,0.060077386042893,2104.508819322601,0.058823442309306785,Continental Europe,domestic_active,129.0692124105012
p_D,0.1249331711643351,2103.614447678942,0.01630056306876468,Continental Europe,domestic_active,129.0692124105012
h_A,0.2231660723622205,2103.380231432907,0.005164757034519844,Continental Europe,domestic_active,129.0692124105012
p_A,0.1646426118438141,2103.29258132578,0.0009974347058124685,Continental Europe,domestic_active,129.0692124105012
alpha,0.0615102797866931,2102.115223545209,-0.05498001390971258,Continental Europe,domestic_active,129.0692124105012
epsilon,0.0004761904761904762,2100.2258725290944,-0.14480916454392914,Continental Europe,domestic_active,129.0692124105012
d,0.0157231640200902,2076.9324687122544,-1.252293513613952,Continental Europe,domestic_active,129.0692124105012
I0,25.683433937676213,1756.2815679849145,0.8537427438106479,Continental Europe,domestic_PIs,129.0692124105012
r,0.010148171942773843,1747.0189012808496,0.3218379388395066,Continental Europe,domestic_PIs,129.0692124105012
h_D,0.1334144102432743,1743.4199135020478,0.1151675539775569,Continental Europe,domestic_PIs,129.0692124105012
p_D,0.1249331711643351,1743.314980313452,0.1091418090168123,Continental Europe,domestic_PIs,129.0692124105012
beta,0.060077386042893,1742.3627063318918,0.054457869431834144,Continental Europe,domestic_PIs,129.0692124105012
h_A,0.2231660723622205,1741.6462818556547,0.013317490156155057,Continental Europe,domestic_PIs,129.0692124105012
p_A,0.1646426118438141,1741.5306139486029,0.006675308427342197,Continental Europe,domestic_PIs,129.0692124105012
alpha,0.0615102797866931,1741.019912246758,-0.02265152560405496,Continental Europe,domestic_PIs,129.0692124105012
epsilon,0.0004761904761904762,1738.892641569222,-0.14480916454393436,Continental Europe,domestic_PIs,129.0692124105012
d,0.0157231640200902,1716.3771130994971,-1.4377540757815814,Continental Europe,domestic_PIs,129.0692124105012
I0,11.338147493606872,1873.109840402888,0.8794317568752741,Hindu,domestic_active,66.04072398190046
r,0.004088332047331278,1860.1941967608163,0.1838383841415929,Hindu,domestic_active,66.04072398190046
h_D,0.091134898723251,1857.1560762380343,0.020215373180724198,Hindu,domestic_active,66.04072398190046
beta,0.0838329190404443,1857.1404737561036,0.01937507568336538,Hindu,domestic_active,66.04072398190046
p_D,0.1606129885368202,1856.8252112518662,0.0023960915385418096,Hindu,domestic_active,66.04072398190046
h_A,0.1767116669135006,1856.8100868688755,0.0015815428511832175,Hindu,domestic_active,66.04072398190046
p_A,0.1512455694212243,1856.7828942201509,0.0001170377313370984,Hindu,domestic_active,66.04072398190046
alpha,0.0321852107025557,1856.44969674478,-0.01782786397875012,Hindu,domestic_active,66.04072398190046
epsilon,0.0011299435028248588,1854.564198418701,-0.11937449814329862,Hindu,domestic_active,66.04072398190046
d,0.0072251737915665,1836.7521380376504,-1.0786725013362335,Hindu,domestic_active,66.04072398190046
I0,11.338147493606872,1690.9894551109883,0.879431756875273,Hindu,domestic_PIs,66.04072398190046
r,0.004088332047331278,1679.32958512706,0.18383838414159848,Hindu,domestic_PIs,66.04072398190046
h_D,0.091134898723251,1677.3585831621322,0.06625423386045182,Hindu,domestic_PIs,66.04072398190046
p_D,0.1606129885368202,1676.9209784141678,0.04014802830410007,Hindu,domestic_PIs,66.04072398190046
beta,0.0838329190404443,1676.4859272845724,0.014194164070279463,Hindu,domestic_PIs,66.04072398190046
h_A,0.1767116669135006,1676.358778117314,0.006608820647451959,Hindu,domestic_PIs,66.04072398190046
p_A,0.1512455694212243,1676.2808615935392,0.0019605511865673332,Hindu,domestic_PIs,66.04072398190046
alpha,0.0321852107025557,1676.1982795501515,-0.0029660493815736456,Hindu,domestic_PIs,66.04072398190046
epsilon,0.0011299435028248588,1674.246985258404,-0.11937449814330565,Hindu,domestic_PIs,66.04072398190046
d,0.0072251737915665,1656.4911382847465,-1.1786358363206269,Hindu,domestic_PIs,66.04072398190046
I0,10.599421774854397,1391.6647436851536,0.8658939018198636,Islamic,domestic_active,126.52032520325203
r,0.005634748654529176,1382.9045478267672,0.23096728603784564,Islamic,domestic_active,126.52032520325203
beta,0.0693147180559945,1380.3374799862252,0.04490983677227584,Islamic,domestic_active,126.52032520325203
h_D,0.0736446833794872,1380.310470695095,0.04295224152108406,Islamic,domestic_active,126.52032520325203
h_A,0.1133401601072505,1379.8106676485572,0.006727223036819163,Islamic,domestic_active,126.52032520325203
p_D,0.1258046432688253,1379.792431286338,0.005405477275048741,Islamic,domestic_active,126.52032520325203
p_A,0.138629436111989,1379.7236917168298,0.00042333042084064367,Islamic,domestic_active,126.52032520325203
alpha,0.0502301528016571,1379.1705369369179,-0.039668546300942756,Islamic,domestic_active,126.52032520325203
epsilon,0.0011560693641618498,1377.8858848367856,-0.1327783150298424,Islamic,domestic_active,126.52032520325203
d,0.0092292706041096,1363.8990051695803,-1.1465275868508955,Islamic,domestic_active,126.52032520325203
I0,10.599421774854397,1201.4007106111062,0.8658939018198623,Islamic,domestic_PIs,126.52032520325203
r,0.005634748654529176,1193.8381812180796,0.23096728603785094,Islamic,domestic_PIs,126.52032520325203
h_D,0.0736446833794872,1192.2317542305527,0.09609663659193185,Islamic,domestic_PIs,126.52032520325203
p_D,0.1258046432688253,1191.8149596342457,0.061103849290707966,Islamic,domestic_PIs,126.52032520325203
beta,0.0693147180559945,1191.4855898987835,0.033450983349995286,Islamic,domestic_PIs,126.52032520325203
h_A,0.1133401601072505,1191.3181171020233,0.019390484467101916,Islamic,domestic_PIs,126.52032520325203
p_A,0.138629436111989,1191.1441386698857,0.0047837925264360625,Islamic,domestic_PIs,126.52032520325203
alpha,0.0502301528016571,1190.984631990955,-0.00860789570177633,Islamic,domestic_PIs,126.52032520325203
epsilon,0.0011560693641618498,1189.5056540704022,-0.13277831502983675,Islamic,domestic_PIs,126.52032520325203
d,0.0092292706041096,1175.7072801096224,-1.2912471852852108,Islamic,domestic_PIs,126.52032520325203
I0,11.838628791463357,932.2958537144564,0.8534932749287921,Japanese,domestic_active,50.47533632286996
r,0.011796160278436219,927.4316949914979,0.32730043914650714,Japanese,domestic_active,50.47533632286996
h_D,0.0660656501081739,925.02874778215,0.06735546647241421,Japanese,domestic_active,50.47533632286996
beta,0.0693147180559945,924.9176878744469,0.055341276330915,Japanese,domestic_active,50.47533632286996
p_D,0.1256360801786014,924.5731500129073,0.018070010172966777,Japanese,domestic_active,50.47533632286996
h_A,0.1852005676155269,924.4707009852981,0.00698732405370743,Japanese,domestic_active,50.47533632286996
p_A,0.10729586082894,924.417963729363,0.0012823362372365295,Japanese,domestic_active,50.47533632286996
alpha,0.0341650594344445,923.9452270858205,-0.04985716171329928,Japanese,domestic_active,50.47533632286996
epsilon,0.0011627906976744186,923.0652016974814,-0.14505616343685931,Japanese,domestic_active,50.47533632286996
d,0.0166246052696031,912.6941698705281,-1.2669691103264227,Japanese,domestic_active,50.47533632286996
I0,11.838628791463357,699.7250267646828,0.8534932749287942,Japanese,domestic_PIs,50.47533632286996
r,0.011796160278436219,696.0742826590973,0.32730043914650553,Japanese,domestic_PIs,50.47533632286996
h_D,0.0660656501081739,695.0638964965623,0.18167041284964963,Japanese,domestic_PIs,50.47533632286996
p_D,0.1256360801786014,694.622394986491,0.11803545929836567,Japanese,domestic_PIs,50.47533632286996
beta,0.0693147180559945,694.1261311247416,0.046507441678429504,Japanese,domestic_PIs,50.47533632286996
h_A,0.1852005676155269,693.9584439254749,0.022338176357539617,Japanese,domestic_PIs,50.47533632286996
p_A,0.10729586082894,693.8615480088107,0.008372273601652358,Japanese,domestic_PIs,50.47533632286996
alpha,0.0341650594344445,693.7952483937016,-0.0011836912856547585,Japanese,domestic_PIs,50.47533632286996
epsilon,0.0011627906976744186,692.797056202656,-0.14505616343686561,Japanese,domestic_PIs,50.47533632286996
d,0.0166246052696031,683.1094041922901,-1.541366870508182,Japanese,domestic_PIs,50.47533632286996
I0,11.502263064348115,929.8915455804379,0.8536177401097189,Other Civilizations,domestic_active,104.59615384615385
r,0.011204975684222518,925.0124610397606,0.3244449247143608,Other Civilizations,domestic_active,104.59615384615385
h_D,0.0667603107412822,922.6897476584417,0.07252947436669634,Other Civilizations,domestic_active,104.59615384615385
beta,0.0638087403376918,922.6492712322159,0.06813950648554226,Other Civilizations,domestic_active,104.59615384615385
p_D,0.1203701860906927,922.1759099232154,0.01679997045276738,Other Civilizations,domestic_active,104.59615384615385
h_A,0.1664043229921079,922.1091584771348,0.009560282277721328,Other Civilizations,domestic_active,104.59615384615385
p_A,0.138629436111989,922.0338252525212,0.0013898367301536446,Other Civilizations,domestic_active,104.59615384615385
alpha,0.0438014679511068,921.4721890704943,-0.05952376236681954,Other Civilizations,domestic_active,104.59615384615385
epsilon,0.0011560693641618498,920.6846985944929,-0.1449329305844374,Other Civilizations,domestic_active,104.59615384615385
d,0.0159000937378525,910.2751794333947,-1.2739222964103678,Other Civilizations,domestic_active,104.59615384615385
I0,11.502263064348115,713.962943780317,0.853617740109722,Other Civilizations,domestic_PIs,104.59615384615385
r,0.011204975684222518,710.2168235169689,0.32444492471436703,Other Civilizations,domestic_PIs,104.59615384615385
h_D,0.0667603107412822,709.0983252591285,0.16644709482429546,Other Civilizations,domestic_PIs,104.59615384615385
p_D,0.1203701860906927,708.7069155637312,0.11115699308545611,Other Civilizations,domestic_PIs,104.59615384615385
beta,0.0638087403376918,708.3341410962411,0.058499283080988666,Other Civilizations,domestic_PIs,104.59615384615385
h_A,0.1664043229921079,708.1129662890959,0.027256373840552028,Other Civilizations,domestic_PIs,104.59615384615385
p_A,0.138629436111989,707.9850823931866,0.009191635795667548,Other Civilizations,domestic_PIs,104.59615384615385
alpha,0.0438014679511068,707.8871946829211,-0.004635874159271011,Other Civilizations,domestic_PIs,104.59615384615385
epsilon,0.0011560693641618498,706.8940037428881,-0.14493293058443452,Other Civilizations,domestic_PIs,104.59615384615385
d,0.0159000937378525,697.0820057740154,-1.5309649383239081,Other Civilizations,domestic_PIs,104.59615384615385
I0,7.250046306258836,505.47732642061465,0.8529912227903027,Other Western,domestic_active,57.16981132075472
r,0.013349900435969175,503.0284787844837,0.36439639124457424,Other Western,domestic_active,57.16981132075472
beta,0.1198695747225092,501.51821651258075,0.06306839948101065,Other Western,domestic_active,57.16981132075472
h_D,0.0988482062654826,501.4963902295908,0.05871361280363887,Other Western,domestic_active,57.16981132075472
p_D,0.1045743945275896,501.33915208722277,0.027341410405510753,Other Western,domestic_active,57.16981132075472
h_A,0.3167121017446789,501.26101342679334,0.011751160907568826,Other Western,domestic_active,57.16981132075472
p_A,0.1119761447404899,501.21916019962066,0.003400592183583352,Other Western,domestic_active,57.16981132075472
alpha,0.0912968883814033,500.9820792708864,-0.043901867442134854,Other Western,domestic_active,57.16981132075472
epsilon,0.0017391304347826088,500.47260041645023,-0.14555324476205841,Other Western,domestic_active,57.16981132075472
d,0.0192245382020757,494.56782939077,-1.323674971096389,Other Western,domestic_active,57.16981132075472
I0,7.250046306258836,390.54273647428306,0.8529912227902996,Other Western,domestic_PIs,57.16981132075472
r,0.013349900435969175,388.65070372220003,0.3643963912445686,Other Western,domestic_PIs,57.16981132075472
p_D,0.1045743945275896,387.83299147004504,0.1532319810858718,Other Western,domestic_PIs,57.16981132075472
h_D,0.0988482062654826,387.67267970329,0.11183338447793698,Other Western,domestic_PIs,57.16981132075472
beta,0.1198695747225092,387.4034602680778,0.04231068490970442,Other Western,domestic_PIs,57.16981132075472
h_A,0.3167121017446789,387.35301100674116,0.029282766488494403,Other Western,domestic_PIs,57.16981132075472
p_A,0.1119761447404899,387.31337780592804,0.019047966349024205,Other Western,domestic_PIs,57.16981132075472
alpha,0.0912968883814033,387.29301076673704,0.013788422045863159,Other Western,domestic_PIs,57.16981132075472
epsilon,0.0017391304347826088,386.675976707211,-0.14555324476206155,Other Western,domestic_PIs,57.16981132075472
d,0.0192245382020757,381.15686666226253,-1.5707974112412832,Other Western,domestic_PIs,57.16981132075472
I0,21.328457523635535,3430.28652992229,0.8770873591290187,Sinic,domestic_active,112.34408602150538
r,0.004251165455116279,3406.9473549435716,0.19073420096543356,Sinic,domestic_active,112.34408602150538
beta,0.0881547783430282,3401.415058156208,0.02804167325751014,Sinic,domestic_active,112.34408602150538
h_D,0.0790653198429388,3401.2960084387723,0.024540686199699298,Sinic,domestic_active,112.34408602150538
h_A,0.227816390986851,3400.56763930433,0.0031209720843019904,Sinic,domestic_active,112.34408602150538
p_D,0.1348188751893258,3400.557025309449,0.0028088381329491666,Sinic,domestic_active,112.34408602150538
p_A,0.1880919257606142,3400.4695137257822,0.00023531735167799288,Sinic,domestic_active,112.34408602150538
alpha,0.0489601864213605,3399.6979902011394,-0.022453471271696765,Sinic,domestic_active,112.34408602150538
epsilon,0.0005899705014749262,3396.3232969527626,-0.12169568403066586,Sinic,domestic_active,112.34408602150538
d,0.0073978002186345,3363.2758555851105,-1.0935473357105767,Sinic,domestic_active,112.34408602150538
I0,21.328457523635535,3080.3068325023087,0.8770873591290258,Sinic,domestic_PIs,112.34408602150538
r,0.004251165455116279,3059.348868925563,0.1907342009654371,Sinic,domestic_PIs,112.34408602150538
h_D,0.0790653198429388,3055.4035143471306,0.06152763158353836,Sinic,domestic_PIs,112.34408602150538
p_D,0.1348188751893258,3054.8714170631865,0.04410195709241184,Sinic,domestic_PIs,112.34408602150538
beta,0.0881547783430282,3054.132201600523,0.01989336137152298,Sinic,domestic_PIs,112.34408602150538
h_A,0.227816390986851,3053.846713647657,0.01054390538312883,Sinic,domestic_PIs,112.34408602150538
p_A,0.1880919257606142,3053.637543696878,0.0036937905909894043,Sinic,domestic_PIs,112.34408602150538
alpha,0.0489601864213605,3053.6099393635814,0.002789775214320297,Sinic,domestic_PIs,112.34408602150538
epsilon,0.0005899705014749262,3049.808745051791,-0.12169568403066026,Sinic,domestic_PIs,112.34408602150538
d,0.0073978002186345,3016.9023944423143,-1.1993470303433564,Sinic,domestic_PIs,112.34408602150538
I0,19.57924455633413,2098.015722585418,0.8602585489981441,United States,domestic_active,132.49329758713137
r,0.006829267638067904,2085.52382678968,0.25972165780045625,United States,domestic_active,132.49329758713137
beta,0.0330241686870576,2081.894255334135,0.08523320593261301,United States,domestic_active,132.49329758713137
h_D,0.1493004191637231,2081.7328521134446,0.07747388821434284,United States,domestic_active,132.49329758713137
p_D,0.1433595518434746,2080.2562298481516,0.006486572984350625,United States,domestic_active,132.49329758713137
h_A,0.2011797390542625,2080.2418673679394,0.005796109394392061,United States,domestic_active,132.49329758713137
p_A,0.1775058551350301,2080.1297161368975,0.00040453771182215944,United States,domestic_active,132.49329758713137
alpha,0.0949857566893328,2078.5160991519333,-0.077168678041769,United States,domestic_active,132.49329758713137
epsilon,0.0006211180124223603,2077.243289688533,-0.1383578722790599,United States,domestic_active,132.49329758713137
d,0.0110472699302869,2055.0260553293024,-1.2064318517029435,United States,domestic_active,132.49329758713137
I0,19.57924455633413,1881.6274029612123,0.8602585489981657,United States,domestic_PIs,132.49329758713137
r,0.006829267638067904,1870.4239152126877,0.2597216578004681,United States,domestic_PIs,132.49329758713137
h_D,0.1493004191637231,1867.4698091000237,0.10137367358448189,United States,domestic_PIs,132.49329758713137
beta,0.0330241686870576,1867.1775608948005,0.08570838858018323,United States,domestic_PIs,132.49329758713137
p_D,0.1433595518434746,1866.706845612918,0.06047679120924514,United States,domestic_PIs,132.49329758713137
h_A,0.2011797390542625,1865.7746858410255,0.010510535693363035,United States,domestic_PIs,132.49329758713137
p_A,0.1775058551350301,1865.6489453929332,0.003770511560690559,United States,domestic_PIs,132.49329758713137
alpha,0.0949857566893328,1864.6309244782522,-0.05079813072280902,United States,domestic_PIs,132.49329758713137
epsilon,0.0006211180124223603,1862.9974286744675,-0.13835787227904806,United States,domestic_PIs,132.49329758713137
d,0.0110472699302869,1840.977287165822,-1.3186963188558176,United States,domestic_PIs,132.49329758713137
