rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,period
h_D,0.05627512524369449,1997.6760306883848,0.2403778024673649,Other Civilizations,domestic_PIs,104.59615384615385,late
p_D,0.09701914884045615,1996.348811516417,0.17377994116205714,Other Civilizations,domestic_PIs,104.59615384615385,late
beta,0.06061358035703156,1994.4928026043776,0.08064820624132045,Other Civilizations,domestic_PIs,104.59615384615385,late
h_A,0.1431415380378753,1993.7757927196953,0.044669728938427314,Other Civilizations,domestic_PIs,104.59615384615385,late
p_A,0.1115984289047781,1993.1984547861236,0.01569978001183367,Other Civilizations,domestic_PIs,104.59615384615385,late
alpha,0.03928705558684497,1992.92228385113,0.0018419379811210413,Other Civilizations,domestic_PIs,104.59615384615385,late
d,0.011706723961980697,1943.0111268926396,-2.5026248290117694,Other Civilizations,domestic_PIs,104.59615384615385,late
r,0.011959367150438993,945.6228314806126,1.0101010100970371,Other Western,domestic_active,57.16981132075472,late
I0,8.664373246348228,945.5282691975019,1.0000000000000193,Other Western,domestic_active,57.16981132075472,late
p_D,0.08811705599882129,937.3532428040203,0.12675517735455571,Other Western,domestic_active,57.16981132075472,late
h_D,0.07857608242779678,937.3383258600602,0.12516177037874143,Other Western,domestic_active,57.16981132075472,late
beta,0.11700712526502548,937.1088080223749,0.10064499773281016,Other Western,domestic_active,57.16981132075472,late
h_A,0.2197322396940467,936.6295435987251,0.0494506459978727,Other Western,domestic_active,57.16981132075472,late
p_A,0.09514109037600972,936.3508693652913,0.019683056287719148,Other Western,domestic_active,57.16981132075472,late
alpha,0.11262590630801268,935.8365669203329,-0.03525400760872489,Other Western,domestic_active,57.16981132075472,late
d,0.016965647197287874,914.3156990480352,-2.334082848492427,Other Western,domestic_active,57.16981132075472,late
r,0.011959367150438993,731.8022816678023,1.0101010100970398,Other Western,domestic_PIs,57.16981132075472,late
I0,8.664373246348228,731.7291014396644,1.000000000000022,Other Western,domestic_PIs,57.16981132075472,late
p_D,0.08811705599882129,726.3209014655815,0.2535103547096032,Other Western,domestic_PIs,57.16981132075472,late
h_D,0.07857608242779678,725.6935619462123,0.16691916770934595,Other Western,domestic_PIs,57.16981132075472,late
h_A,0.2197322396940467,725.023402191778,0.07441753689448423,Other Western,domestic_PIs,57.16981132075472,late
beta,0.11700712526502548,724.9904650684277,0.0698712513199005,Other Western,domestic_PIs,57.16981132075472,late
p_A,0.09514109037600972,724.7694601400839,0.03936611257550367,Other Western,domestic_PIs,57.16981132075472,late
alpha,0.11262590630801268,724.7077948297657,0.030854497648774744,Other Western,domestic_PIs,57.16981132075472,late
d,0.016965647197287874,705.8075442375064,-2.577932423716545,Other Western,domestic_PIs,57.16981132075472,late
r,0.003465412695049963,5943.283880979643,1.0101010100279555,Sinic,domestic_active,112.34408602150538,late
I0,18.521446190778835,5942.6895525958425,0.9999999999999907,Sinic,domestic_active,112.34408602150538,late
h_D,0.09422147529704752,5887.41841817915,0.06062995102149129,Sinic,domestic_active,112.34408602150538,late
p_D,0.09538307491271497,5886.708571548975,0.04856563081543983,Sinic,domestic_active,112.34408602150538,late
beta,0.07576857016975165,5886.3236573334725,0.04202375521826255,Sinic,domestic_active,112.34408602150538,late
h_A,0.2958904517664521,5884.3049035111335,0.0077136782317947525,Sinic,domestic_active,112.34408602150538,late
p_A,0.13432686803615101,5884.101707480139,0.004260225220532455,Sinic,domestic_active,112.34408602150538,late
alpha,0.05235255491998941,5882.726475584603,-0.019112764436740023,Sinic,domestic_active,112.34408602150538,late
d,0.0061223966740896795,5760.25035868668,-2.1006766249091102,Sinic,domestic_active,112.34408602150538,late
r,0.003465412695049963,5398.644591799361,1.0101010100279555,Sinic,domestic_PIs,112.34408602150538,late
I0,18.521446190778835,5398.1047273440845,0.9999999999999948,Sinic,domestic_PIs,112.34408602150538,late
p_D,0.09538307491271497,5349.849479772375,0.09713126163437495,Sinic,domestic_PIs,112.34408602150538,late
h_D,0.09422147529704752,5349.1466514759895,0.08398115404654487,Sinic,domestic_PIs,112.34408602150538,late
beta,0.07576857016975165,5346.552753375477,0.03544861876157273,Sinic,domestic_PIs,112.34408602150538,late
h_A,0.2958904517664521,5345.309151984056,0.012180500250051105,Sinic,domestic_PIs,112.34408602150538,late
p_A,0.13432686803615101,5345.113534833811,0.008520450441331335,Sinic,domestic_PIs,112.34408602150538,late
alpha,0.05235255491998941,5344.743923668255,0.0016049255290249236,Sinic,domestic_PIs,112.34408602150538,late
d,0.0061223966740896795,5227.3908599527895,-2.1941026485056896,Sinic,domestic_PIs,112.34408602150538,late
r,0.006575992072157533,3458.6240077782613,1.0101010100756074,United States,domestic_active,132.49329758713137,late
I0,19.401584721433665,3458.2781453783537,1.0000000000000129,United States,domestic_active,132.49329758713137,late
h_D,0.12085537637962328,3427.8971771700385,0.11271515475396243,United States,domestic_active,132.49329758713137,late
beta,0.05363047090669756,3427.868906964583,0.11188951533718304,United States,domestic_active,132.49329758713137,late
p_D,0.0827808754872522,3426.9425308674954,0.0848344370951739,United States,domestic_active,132.49329758713137,late
h_A,0.19654958009421894,3424.720690925885,0.019944967634029927,United States,domestic_active,132.49329758713137,late
p_A,0.1312960430977005,3424.339083763822,0.008800021580504094,United States,domestic_active,132.49329758713137,late
alpha,0.0925876337806496,3421.7803315995393,-0.06592906547628437,United States,domestic_active,132.49329758713137,late
d,0.010494473771777615,3347.860885001431,-2.224767595103033,United States,domestic_active,132.49329758713137,late
r,0.006575992072157533,2980.1678756826213,1.0101010100756038,United States,domestic_PIs,132.49329758713137,late
I0,19.401584721433665,2979.8698588958027,1.000000000000005,United States,domestic_PIs,132.49329758713137,late
p_D,0.0827808754872522,2955.3720500374175,0.16966887419246338,United States,domestic_PIs,132.49329758713137,late
h_D,0.12085537637962328,2954.252045591238,0.13170733411835084,United States,domestic_PIs,132.49329758713137,late
beta,0.05363047090669756,2953.4028047145443,0.10292308091010649,United States,domestic_PIs,132.49329758713137,late
h_A,0.19654958009421894,2951.2154070133693,0.028783209613663756,United States,domestic_PIs,132.49329758713137,late
p_A,0.1312960430977005,2950.8854626506104,0.01760004316122263,United States,domestic_PIs,132.49329758713137,late
alpha,0.0925876337806496,2949.485667714741,-0.02984474309370803,United States,domestic_PIs,132.49329758713137,late
d,0.010494473771777615,2880.4133374344806,-2.37098905094995,United States,domestic_PIs,132.49329758713137,late
