pop1,pop2,region1,region2,nean_corr,geo_dist_km,max_admix_eur,any_admixed,same_continent,continent_pair,nean_resid_uncorrected,nean_resid_corrected,nean_perm_pval,nean_fdr_pval,deni_corr,deni_resid_uncorrected,deni_resid_corrected,deni_perm_pval,deni_fdr_pval
Adygei,Hezhen,EUROPE,EAST_ASIA,0.2728634966539567,6659.465060871265,0.0,0,0,EAS-EUR,-0.2597206145905828,-0.16780884507066374,0.6897,0.8341910485933504,0.0430118518527778,-0.2748015234340549,-0.17073789411095036,0.6862,0.863290616621984
Adygei,IBS,EUROPE,EUROPE,0.815972733731975,3611.719968276562,0.0,0,1,EUR-EUR,0.2061426341937037,0.03093620336730163,0.4892,0.8341910485933504,0.7295409366481208,0.32761573168265246,0.13377180809082645,0.3467,0.8470827956989248
Adygei,ITU,EUROPE,CENTRAL_SOUTH_ASIA,0.6163099913133493,5167.712775115597,0.0,0,0,EUR-SAS,0.04591698329374283,0.15249586845099572,0.33,0.8341910485933504,0.4804426667003096,0.12145983321729498,0.2410429590048669,0.2351,0.8470827956989248
Adygei,JPT,EUROPE,EAST_ASIA,0.316275546557371,7989.949439715982,0.0,0,0,EAS-EUR,-0.18258705004903497,-0.10375678770997898,0.6235,0.8341910485933504,0.2868812490257035,0.005786651741462201,0.09600854084356888,0.3828,0.8470827956989248
Adygei,Japanese,EUROPE,EAST_ASIA,0.2877553147850266,7989.949439715982,0.0,0,0,EAS-EUR,-0.2111072818213794,-0.1322770194823234,0.6447,0.8341910485933504,0.1960219355051829,-0.0850726617790584,0.005149227323048289,0.4562,0.8470827956989248
Adygei,KHV,EUROPE,EAST_ASIA,0.3248754736748858,6875.367038822712,0.0,0,0,EAS-EUR,-0.20223653896732852,-0.11244754767753556,0.6287,0.8341910485933504,0.3291922402559763,0.017337339134472274,0.11915482476771366,0.359,0.8470827956989248
Adygei,Kalash,EUROPE,CENTRAL_SOUTH_ASIA,0.6537669975672354,2831.183543556562,0.0,0,0,EUR-SAS,0.024153974688934654,0.1537059397311813,0.3288,0.8341910485933504,0.4310121954284038,0.0075457050800012415,0.15143699348583,0.3241,0.8470827956989248
Adygei,Karitiana,EUROPE,AMERICA,0.3110810991861566,11813.74095627191,0.0,0,0,AMR-EUR,-0.09086638616529735,-0.04963217303756973,0.5731,0.8341910485933504,0.078891443961575,-0.09667395353865581,-0.046233011641190994,0.5036,0.8470827956989248
Adygei,Lahu,EUROPE,EAST_ASIA,0.2316874846389492,5965.637093543237,0.0,0,0,EAS-EUR,-0.3184818988031599,-0.21974831635465428,0.7518,0.8341910485933504,0.1158127687521374,-0.22114890734107434,-0.10986701477901574,0.5883,0.8515348292029471
Adygei,MXL,EUROPE,AMERICA,0.6499320759659983,11542.587853839505,0.48,1,0,AMR-EUR,0.24111213614740568,0.08305200448189543,0.4103,0.8341910485933504,0.5044965500187861,0.32144785490812067,0.13065033812355176,0.349,0.8470827956989248
Adygei,Makrani,EUROPE,CENTRAL_SOUTH_ASIA,0.7662501913427674,2911.8101837960858,0.0,0,0,EUR-SAS,0.13868067417734198,0.2674399068959081,0.1739,0.8341910485933504,0.6778256718180835,0.25658431973595697,0.39963680610334584,0.0873,0.8470827956989248
Adygei,Maya,EUROPE,AMERICA,0.3734673048545234,11448.97661976826,0.0,0,0,AMR-EUR,-0.03772523899476693,0.007095387745301274,0.5147,0.8341910485933504,0.1882622267081104,0.002630043826325562,0.056865824105998386,0.4185,0.8470827956989248
Adygei,Miao,EUROPE,EAST_ASIA,0.2581212869757842,6328.125270307503,0.0,0,0,EAS-EUR,-0.2828607279009603,-0.18769117954614112,0.7136,0.8341910485933504,0.1221158160167028,-0.20484189227139382,-0.09733115798502337,0.5723,0.8515348292029471
Adygei,Mongolian,EUROPE,EAST_ASIA,0.2994331178831656,5043.549723148068,0.0,0,0,EAS-EUR,-0.2741068389026292,-0.16630716537556367,0.6878,0.8341910485933504,0.1134746271010646,-0.24893486483342214,-0.128060004443244,0.6202,0.8598434622467772
Adygei,Mozabite,EUROPE,MIDDLE_EAST,0.6738870204802299,3394.2719679488155,0.0,0,0,EUR-WAS,0.05854563795158474,0.18256123940755303,0.2919,0.8341910485933504,0.4602139884597683,0.05228764212195636,0.19032082064252936,0.2874,0.8470827956989248
Adygei,Naxi,EUROPE,EAST_ASIA,0.2500634786574289,5616.307044605431,0.0,0,0,EAS-EUR,-0.3089597767625119,-0.2067915327604155,0.7362,0.8341910485933504,0.0720304283502915,-0.2745720768428602,-0.1596559170427419,0.6685,0.863290616621984
Adygei,NorthernHan,EUROPE,EAST_ASIA,0.2804559391689757,6079.195425119666,0.0,0,0,EAS-EUR,-0.26683527523828776,-0.16921821407600268,0.6907,0.8341910485933504,0.094202881034909,-0.2396248062390427,-0.12952432170446931,0.6224,0.8598434622467772
Adygei,Orcadian,EUROPE,EUROPE,0.7275933118670027,3291.818823803211,0.0,0,1,EUR-EUR,0.10965522451794574,-0.06240589383043382,0.5856,0.8341910485933504,0.6417253367263217,0.23097148311719817,0.040455662138681237,0.4303,0.8470827956989248
Adygei,Oroqen,EUROPE,EAST_ASIA,0.305702551400375,6124.196777016105,0.0,0,0,EAS-EUR,-0.24044809061773403,-0.14327348899675746,0.6591,0.8341910485933504,0.0766306754815917,-0.2559550621111945,-0.14632275069646267,0.6477,0.8598434622467772
Adygei,PEL,EUROPE,AMERICA,0.459055607270937,13070.515641464255,0.16,1,0,AMR-EUR,0.08896144287342689,0.050518752847172166,0.4603,0.8341910485933504,0.3150089714066958,0.17412810789920896,0.13014101446953,0.3496,0.8470827956989248
Adygei,PJL,EUROPE,CENTRAL_SOUTH_ASIA,0.6993220364304474,3203.0547041269688,0.0,0,0,EUR-SAS,0.07913419657876997,0.20502987272750717,0.2646,0.8341910485933504,0.5809315838358555,0.16772801337412413,0.30775052730793234,0.1697,0.8470827956989248
Adygei,PUR,EUROPE,AMERICA,0.8119173573538858,9838.827683692578,0.64,1,0,AMR-EUR,0.35991511909495655,0.1512864741108595,0.3308,0.8341910485933504,0.682849226306229,0.45278006823334205,0.1983545428144632,0.2809,0.8470827956989248
Adygei,Palestinian,EUROPE,MIDDLE_EAST,0.801985693542181,1461.7853438376044,0.0,0,0,EUR-WAS,0.13766487388587223,0.28068095219988787,0.1606,0.8341910485933504,0.5659346206196487,0.1046754065894469,0.2628132764967216,0.2144,0.8470827956989248
Adygei,PapuanHighlands,EUROPE,OCEANIA,0.0789897267836568,11662.526331323028,0.0,0,0,EUR-OCE,-0.326790337341207,-0.2840693610213869,0.84,0.8600477326968974,-0.1404520121851243,-0.32019063887355825,-0.26817653039898903,0.8272,0.8960756429652043
Adygei,PapuanSepik,EUROPE,OCEANIA,0.1008368950285013,11348.636751707169,0.0,0,0,EUR-OCE,-0.31289879204246934,-0.26709160978514823,0.8164,0.8472075471698114,-0.1578302625721855,-0.34623163042053395,-0.290951960855429,0.8508,0.9061400198609731
Adygei,Pathan,EUROPE,CENTRAL_SOUTH_ASIA,0.7378855169096925,2929.700415394733,0.0,0,0,EUR-SAS,0.11076943288209706,0.23935276635911917,0.212,0.8341910485933504,0.6440824323513861,0.22333481582371684,0.366201180548327,0.1154,0.8470827956989248
Adygei,Pima,EUROPE,AMERICA,0.2907051814306939,11360.408229666678,0.0,0,0,AMR-EUR,-0.1227321540980596,-0.07704071064677426,0.6013,0.8341910485933504,0.0167841100025988,-0.17129238797667765,-0.11613518338938342,0.5981,0.852619801980198
Adygei,Russian,EUROPE,EUROPE,0.7703417856709264,1181.081849558767,0.0,0,1,EUR-EUR,0.09890645408061183,-0.05240160521308901,0.5754,0.8341910485933504,0.643089494519692,0.17408341066158123,0.005526714748264605,0.4557,0.8470827956989248
Adygei,STU,EUROPE,CENTRAL_SOUTH_ASIA,0.6029056571640662,5649.404341874391,0.0,0,0,EUR-SAS,0.04472126239674501,0.1465640891757794,0.3363,0.8341910485933504,0.4643101317177535,0.11862104747882596,0.2331928784028609,0.2425,0.8470827956989248
Adygei,Sardinian,EUROPE,EUROPE,0.7420103559009533,2583.91027329995,0.0,0,1,EUR-EUR,0.1061301198669311,-0.058970743303673356,0.582,0.8341910485933504,0.5253808777517538,0.09509012665974803,-0.08806094324608249,0.5581,0.850083747338538
Adygei,She,EUROPE,EAST_ASIA,0.2510327263751313,7108.702854515628,0.0,0,0,EAS-EUR,-0.2701653219623523,-0.18267052081644497,0.7074,0.8341910485933504,0.1012492586723829,-0.20416602831105712,-0.10477605990119003,0.5808,0.8515348292029471
Adygei,Sindhi,EUROPE,CENTRAL_SOUTH_ASIA,0.7086477075459031,3318.214338783174,0.0,0,0,EUR-SAS,0.09137862222267279,0.21614203285093192,0.2495,0.8341910485933504,0.6175924699450782,0.20756708114938965,0.3463915278437762,0.1301,0.8470827956989248
Adygei,Surui,EUROPE,AMERICA,0.2564658242819975,11731.69667277533,0.0,0,0,AMR-EUR,-0.14756109736415945,-0.10552021344737594,0.6244,0.8341910485933504,0.093089014392534,-0.08474064556728947,-0.03344615313076185,0.4888,0.8470827956989248
Adygei,TSI,EUROPE,EUROPE,0.8422952301654258,2310.097769091112,0.0,0,1,EUR-EUR,0.19947513635058556,0.03706643574646551,0.4812,0.8341910485933504,0.7278483687706343,0.2900009257578199,0.10969847370333952,0.3686,0.8470827956989248
Adygei,Tu,EUROPE,EAST_ASIA,0.3004178392303026,5190.434111328491,0.0,0,0,EAS-EUR,-0.26939928989595946,-0.16304380407172686,0.6838,0.8341910485933504,0.082466767311095,-0.27588900153772383,-0.1565422579567629,0.6633,0.8613697885196374
Adygei,Tujia,EUROPE,EAST_ASIA,0.2463907596317314,6194.79406540419,0.0,0,0,EAS-EUR,-0.29797057352139233,-0.20149009424388897,0.7293,0.8341910485933504,-0.0008949686555561,-0.3315323585629994,-0.2226345084780753,0.76,0.8651537850714665
Adygei,Tuscan,EUROPE,EUROPE,0.6996275337559054,2291.5269102898183,0.0,0,1,EUR-EUR,0.056336756108268604,-0.10588935323313042,0.6245,0.8341910485933504,0.4702225200942849,0.03186255754160616,-0.1482466919414681,0.6502,0.8598434622467772
Adygei,Uygur,EUROPE,CENTRAL_SOUTH_ASIA,0.5279238232436937,3256.345070089369,0.0,0,0,EUR-SAS,-0.09091335673970868,0.03445836113030515,0.4849,0.8341910485933504,0.3254630913306819,-0.08626976880286863,0.05319833696676862,0.4211,0.8470827956989248
Adygei,Xibo,EUROPE,EAST_ASIA,0.2976214694011098,3231.332837051365,0.0,0,0,EAS-EUR,-0.3218496529238447,-0.19623201130508305,0.7227,0.8341910485933504,0.1323384106339686,-0.2800847384250852,-0.14035641702453636,0.6381,0.8598434622467772
Adygei,Yakut,EUROPE,EAST_ASIA,0.3536715455933126,5756.185316736249,0.0,0,0,EAS-EUR,-0.20180645422181454,-0.1010135128165926,0.6215,0.8341910485933504,0.2205266444144047,-0.1222154928530316,-0.008754561491655238,0.4685,0.8470827956989248
Adygei,Yi,EUROPE,EAST_ASIA,0.2629615553471617,5774.865234625443,0.0,0,0,EAS-EUR,-0.29204299650077736,-0.19143371864237402,0.718,0.8341910485933504,0.0618041908589924,-0.2804224170501244,-0.16715582286014447,0.6811,0.863290616621984
BEB,Balochi,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.7511032409550864,2434.746295935566,0.0,0,1,SAS-SAS,0.1114424004087865,-0.05219186182155544,0.5753,0.8341910485933504,0.63633447065935,0.20192708425924516,0.020327846947497008,0.4438,0.8470827956989248
BEB,Basque,CENTRAL_SOUTH_ASIA,EUROPE,0.5222328819853427,8423.466434901078,0.0,0,0,EUR-SAS,0.03435790006382888,0.10892576310251556,0.3779,0.8341910485933504,0.4304827516160885,0.16135237921089018,0.24706415926989025,0.2295,0.8470827956989248
BEB,Bedouin,CENTRAL_SOUTH_ASIA,MIDDLE_EAST,0.5297517157649719,5488.896385104886,0.0,0,0,SAS-WAS,-0.03250079998129651,0.07092016331888151,0.4265,0.8341910485933504,0.3958790674947675,0.04576027620630169,0.1620019572062434,0.3144,0.8470827956989248
BEB,BergamoItalian,CENTRAL_SOUTH_ASIA,EUROPE,0.5312392771779196,7448.06886946578,0.0,0,0,EUR-SAS,0.018642559470686382,0.10280066682890249,0.3836,0.8341910485933504,0.4192149608465964,0.1231655150280101,0.21902487737179613,0.2579,0.8470827956989248
BEB,Bougainville,CENTRAL_SOUTH_ASIA,OCEANIA,0.4423564269327902,7798.272853415287,0.0,0,0,OCE-SAS,-0.061364268658843146,0.019350584495381296,0.5025,0.8341910485933504,-0.0674744006891729,-0.35385889850331076,-0.2616428954106846,0.82,0.8919371196754563
BEB,Brahui,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.7310149846404836,2483.5936009914794,0.0,0,1,SAS-SAS,0.0925921932878967,-0.07152234242931599,0.5949,0.8341910485933504,0.6142317732234962,0.18117247732253,-0.0009349446156824426,0.4623,0.8470827956989248
BEB,Burusho,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.834269331568063,2062.8897709196294,0.0,0,1,SAS-SAS,0.1851836789375365,0.025205561701899915,0.496,0.8341910485933504,0.6443774211054816,0.1997075187315091,0.021976903630284705,0.4434,0.8470827956989248
BEB,CDX,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6943590821714706,1001.4737570187724,0.0,0,0,EAS-SAS,0.018371531090256243,0.16591345685062342,0.3115,0.8341910485933504,0.3762491167560094,-0.0977138007051922,0.06521293670535527,0.412,0.8470827956989248
BEB,CEU,CENTRAL_SOUTH_ASIA,EUROPE,0.5900806206201016,7504.825765007728,0.0,0,0,EUR-SAS,0.078922422984404,0.16252248866366392,0.3168,0.8341910485933504,0.4801490362838935,0.18566597025950715,0.28093486027882736,0.1954,0.8470827956989248
BEB,CHB,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.711211453397492,3027.5149813295748,0.0,0,0,EAS-SAS,0.08657450807264377,0.21419611515361398,0.2527,0.8341910485933504,0.3371461050401511,-0.08090201994211577,0.06094672756501507,0.4155,0.8470827956989248
BEB,CHS,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6981781682957656,2335.3875737816966,0.0,0,0,EAS-SAS,0.0559990519569703,0.19042575182660704,0.2834,0.8341910485933504,0.34504817503873,-0.09210131861148552,0.05694800030214997,0.4185,0.8470827956989248
BEB,CLM,CENTRAL_SOUTH_ASIA,AMERICA,0.6945500545920619,16437.781579419334,0.57,1,0,AMR-SAS,0.4098002275071307,0.1657423038690421,0.3117,0.8341910485933504,0.445522452235073,0.39757157153491574,0.11008559837904686,0.3681,0.8470827956989248
BEB,Cambodian,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6902817492084427,2054.7293155269226,0.0,0,0,EAS-SAS,0.040989267455865175,0.17817543829645488,0.2965,0.8341910485933504,0.3097842317303337,-0.13511088332161475,0.016858273482198427,0.4469,0.8470827956989248
BEB,Colombian,CENTRAL_SOUTH_ASIA,AMERICA,0.5399773262490258,16800.94536672815,0.0,0,0,AMR-SAS,0.264431991275763,0.2566313180529538,0.1858,0.8341910485933504,0.218238822127334,0.18031055476770438,0.17886694320765975,0.2982,0.8470827956989248
BEB,Dai,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6453270072797846,1031.628325940516,0.0,0,0,EAS-SAS,-0.02989626745706242,0.11734917439401749,0.3668,0.8341910485933504,0.2691745838417788,-0.20395612623720405,-0.04134310292666982,0.498,0.8470827956989248
BEB,Daur,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.669698418705988,4031.2458537465327,0.0,0,0,EAS-SAS,0.07050132509615592,0.18825411084862792,0.2864,0.8341910485933504,0.2506769568248357,-0.13967015064482557,-0.008263751960951804,0.4684,0.8470827956989248
BEB,Druze,CENTRAL_SOUTH_ASIA,MIDDLE_EAST,0.5488940240941443,5415.028236133193,0.0,0,0,SAS-WAS,-0.01523070143259797,0.08891654376654479,0.4022,0.8341910485933504,0.4646576024426896,0.11250019408612327,0.2295103649270055,0.2469,0.8470827956989248
BEB,FIN,CENTRAL_SOUTH_ASIA,EUROPE,0.6253250149022176,6400.896720544035,0.0,0,0,EUR-SAS,0.08618741365663518,0.18064146300675532,0.2938,0.8341910485933504,0.4449880136930996,0.12003865572361555,0.22679230971224212,0.2493,0.8470827956989248
BEB,French,CENTRAL_SOUTH_ASIA,EUROPE,0.560287239536633,8020.229641874072,0.0,0,0,EUR-SAS,0.062192103485612216,0.14072464667195417,0.3414,0.8341910485933504,0.4279231429736483,0.14766422030430315,0.23757108827668003,0.2387,0.8470827956989248
BEB,GBR,CENTRAL_SOUTH_ASIA,EUROPE,0.5823641063359498,8002.1732966664285,0.0,0,0,EUR-SAS,0.08381132694922955,0.1625214026291878,0.3168,0.8341910485933504,0.4782654941910246,0.1975082515550871,0.28760296933891527,0.1897,0.8470827956989248
BEB,GIH,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.9360869482983856,1817.6617023870788,0.0,0,1,SAS-SAS,0.2807859187463486,0.12321891793602724,0.3604,0.8341910485933504,0.8605933281188197,0.4091556085862048,0.2339762321718052,0.242,0.8470827956989248
BEB,Han,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6858539479818935,3027.5149813295748,0.0,0,0,EAS-SAS,0.061217002657045216,0.18883860973801542,0.2853,0.8341910485933504,0.32062149967504,-0.09742662530722684,0.04442212219990399,0.4278,0.8470827956989248
BEB,Hazara,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.7876872975262847,2562.073157324181,0.0,0,1,SAS-SAS,0.15125359341872457,-0.013632564195025232,0.5412,0.8341910485933504,0.4522134927503992,0.02132007978089928,-0.16160380693411852,0.6717,0.863290616621984
BEB,Hezhen,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6646994208183491,4525.720529262256,0.0,0,0,EAS-SAS,0.07803493208063772,0.1909259741543673,0.2824,0.8341910485933504,0.240045895457371,-0.13665467385907207,-0.010392559552512032,0.4694,0.8470827956989248
BEB,IBS,CENTRAL_SOUTH_ASIA,EUROPE,0.5693577171635569,8695.070070849722,0.0,0,0,EUR-SAS,0.08836660861255596,0.16026402698424413,0.3188,0.8341910485933504,0.4788795207378828,0.21724487979084306,0.30013102203578323,0.1786,0.8470827956989248
BEB,ITU,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.95552834889746,1587.530923877242,0.0,0,1,SAS-SAS,0.29439458764289606,0.1390902646057839,0.3426,0.8341910485933504,0.8863986544374878,0.42860977355188984,0.25582457064575426,0.221,0.8470827956989248
BEB,JPT,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.7039923400049783,4891.567062798278,0.0,0,0,EAS-SAS,0.12660033836452822,0.23589432651440723,0.2174,0.8341910485933504,0.3485879057484136,-0.01801601165574529,0.10444000559437633,0.3741,0.8470827956989248
BEB,Japanese,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6882513671618441,4891.567062798278,0.0,0,0,EAS-SAS,0.11085936552139397,0.22015335367127298,0.2434,0.8341910485933504,0.3126885546886773,-0.053915362715481585,0.06854065453464003,0.4091,0.8470827956989248
BEB,KHV,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.7097841980483091,1840.55136422476,0.0,0,0,EAS-SAS,0.0550633136516715,0.19435531185295118,0.2779,0.8341910485933504,0.3688429702904007,-0.0819630391485549,0.07223432537428787,0.4053,0.8470827956989248
BEB,Kalash,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.7013560043281422,2254.169253815203,0.0,0,1,SAS-SAS,0.05711838598121888,-0.10474041769376019,0.6242,0.8341910485933504,0.52270056071775,0.08330959959297257,-0.09641099821977095,0.5709,0.8515348292029471
BEB,Karitiana,CENTRAL_SOUTH_ASIA,AMERICA,0.5512109157913365,16809.974165109736,0.0,0,0,AMR-SAS,0.2758944183464435,0.26800497272409224,0.1735,0.8341910485933504,0.20676340389445,0.16908431378836433,0.1675467708122935,0.3094,0.8470827956989248
BEB,Lahu,CENTRAL_SOUTH_ASIA,EAST_ASIA,0.6357081092801946,1041.3711815812103,0.0,0,0,EAS-SAS,-0.03926822993878476,0.10788141880261837,0.3797,0.8341910485933504,0.2891879023148425,-0.18367392392072945,-0.02116226074559663,0.4776,0.8470827956989248
BEB,MXL,CENTRAL_SOUTH_ASIA,AMERICA,0.7159868610498935,14571.560732457783,0.48,1,0,AMR-SAS,0.383937122286594,0.1960957086366305,0.2753,0.8341910485933504,0.4215841492033757,0.32212920722074706,0.09981966640272999,0.379,0.8470827956989248
BEB,Makrani,CENTRAL_SOUTH_ASIA,CENTRAL_SOUTH_ASIA,0.709430333540097,2771.425781818226,0.0,0,1,SAS-SAS,0.0783027327612641,-0.08864180892989171,0.6106,0.8341910485933504,0.6592351100472659,0.2341194218412327,0.04901752786141189,0.4238,0.8470827956989248
BEB,Maya,CENTRAL_SOUTH_ASIA,AMERICA,0.6205881776572464,15488.984218841228,0.0,0,0,AMR-SAS,0.3117908047370618,0.316889515715966,0.108,0.8341910485933504,0.270968436868405,0.19683259661031355,0.2090380181977768,0.27,0.8470827956989248
